SourceID,Publisher,Title,Revision,Publication date,Access date,Source class,URL,Locator,Applicable grades,Access status,SHA256
X-FIBREX-PA12-GF30-TDS-v1-0,3DXTECH,GF30_PA12_v1.xlsx,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/FIBREX_PA12_GF30_TDS_v1.0.pdf?v=1723942768,Document / product page,G054-01,Retrieved,fde0d9e90f7f95e8490751f8c678749f90c44e664c8a2fd6411abd3b93890194
S-FIBER-PA612,Polymaker,TDS_FIBERON PA612-CF15_V1.1_EN,Not published,Not published,2026-09-10,Manufacturer TDS,https://fiberon.polymaker.com/wp-content/uploads/TDS_FIBERON-PA612-CF15_V1.1_EN.pdf,Document / product page,G059-01; G062-02,Retrieved,11c25587baddff2d5fada59a14c9e65944da102a1e3ab8f1522815324b74937f
I-PA6-CF-TDS,iSANMATE,意可曼PHA EM40010,Not published,Not published,2026-09-10,Manufacturer TDS,https://www.isanmate.com/wp-content/uploads/2024/09/PA6-CF_TDS.pdf,Document / product page,G050-02 (re-filed 2026-09-13 from G062-03),Retrieved,83b6488a509bb65eed3b9f047c7ff164b942a52a71f1f56a09fa7d295d5b3dbc
X-AMIDEX-Nylon-GF30-TDS-v1,3DXTECH,AMIDEX Nylon GF30,TDS Rev 1.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/AMIDEX_Nylon_GF30_TDS_v1.pdf?v=1723942764,Document / product page,G051-02 (re-filed 2026-09-13 from G063-01),Retrieved,a91cf33f1b3841b7cfdcc41147f72ce9e9040174a10c599b436bdd30ba1bfaba
S-POLYCN-PolyMide-PA6-GF-TDS-V5-1,Polymaker,PolyMide PA6 GF,Not published,Not published,2026-09-14,Manufacturer TDS,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/PolyMide_PA6_GF_TDS_V5.1.pdf,Document / product page,G051-03 (re-filed 2026-09-13 from G063-02),Retrieved,2852b98cdd004aad9f26893e2a4d66cdcbc6cf4c59c0b9d44973a66cc56c626c
X-3DXSTAT-ESD-PA12-TDS-v1,3DXTECH,ESD_PA12_v1.xlsx,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXSTAT_ESD_PA12_TDS_v1.pdf?v=1723942768,Document / product page,G064-01,Retrieved,1a5a0d4890826119d1df768ca9990db4b83ccbfd1635a65299d4ae6b2cfaff56
S-POLYCN-TDS-FIBERON-PA612-ESD-V1-0-EN-1,Polymaker,TDS_FIBERON PA612-ESD_V1.0_EN,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/TDS_FIBERON-PA612-ESD_V1.0_EN-1.pdf,Document / product page,G064-02; G065-01,Retrieved,02023877e005d9edb5190175dc0dc44d3567b53cd893daea36097f4c0c729a7f
S-PET-TDS,FormFutura,High Precision PET — technical data sheet,Not published,2024-08-23,2026-09-10,Manufacturer TDS,https://www.formfutura.com/web/content/256571?download=true,Document / product page,G066-01,Retrieved; user-supplied local copy re-verified 2026-09-11 (SHA256 match confirms identical to originally cited document),f04c5244e4400548198fe54348c625ec9926364e021f167ed74673b387dabd89
B-pet-cf-TDS,Bambu Lab,B pet cf,Technical Data Sheet V3.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/9690d6226f024acab2ba0dd52dabb654.pdf,Document / product page,G067-01,Retrieved,7045c5d57f9bcfab43799a6e3606ff405ae33143b3c44cf8da2520da089c2f02
D-FLASH-PETGF,Flashforge,High-Strength PET-GF Filament for Industrial Applications Visa Discover Mastercard American Express PayPal Apple Pay Google Pay Klarna,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.flashforge.com/products/pet-gf,Document / product page,G068-01,Retrieved,602c51559c49dc07d03be8d5c8b07a2ff15db5e70b781ea037a929fb38c6a4e4
S-PPA-TDS,IPCON,PPA Pure Resin,Version: 1.0,Not published,2026-09-10,Manufacturer TDS,https://www.ipconpolymer.com/wp-content/uploads/2025/11/IPCON-PPA_TDS-Technical-Data-Sheet.pdf,Document / product page,G069-01,Retrieved,86d3efd1d10736233d7b8c269db8b65797001bdc647e5a7fac2147de955cf99b
B-ppa-cf-TDS,Bambu Lab,B ppa cf,Technical Data Sheet V1.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/05b0e4ca5ee14a4cb378cfa48df24f91.pdf,Document / product page,G070-01,Retrieved,bfc041b0898b8d0a183e0622143d6978cfb95df12ccf51a7515b4a0934e45951
D-IPCON-PPA,IPCON,PPA-GF,Version: 1.0,Not published,2026-09-10,Manufacturer TDS,https://www.ipconpolymer.com/wp-content/uploads/2026/03/IPCON-PPA-GF_TDS-Technical-Data-Sheet.pdf,Document / product page,G071-01,Retrieved,f9a2ccb84116a13f0a798ba200f6537472ca95b7a804f2bd750a92956abb2bf4
X-THERMAX-PPS-TDS-v3,3DXTECH,THERMAX PPS,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PPS_TDS_v3.pdf?v=1723942766,Document / product page,G072-01,Retrieved,becbd47e43bc1eeee0ad62ffd51f579b771a91f4eabf4ac0d3fc1386f12e3491
S-SPECTRUM-en-tds-spectrum-pps-am230,Spectrum,pps am230,Not published,Not published,2026-09-10,Manufacturer TDS,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_pps_am230.pdf,Document / product page,G072-02,Retrieved,19c8753c06673ab9b12a20205fa8bd3445832502ce665ce04ba2de9826f03190
B-pps-cf-TDS,Bambu Lab,B pps cf,Technical Data Sheet V1.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/26f4f40359484040a8660c9150a90fc0.pdf,Document / product page,G073-01,Retrieved,d0246a1d2acd61802385e8f9d8a1e3a3e6db5b426337f6c56993402d4c2f2cd0
S-PPSGF-TDS-0,IPCON,PPS-GF,Version: 2.0,Not published,2026-09-10,Manufacturer TDS,https://www.ipconpolymer.com/wp-content/uploads/2026/05/IPCON-PPS-GF_TDS-Technical-Data-Sheet-_V2.0.pdf,Document / product page,G074-01,Retrieved,9292234367318e13bd15d401b8eba9964abcc51fae445e7db62806bac45f5dfb
S-FIBER-PPSGF-TDS-2,Polymaker,TDS_FIBERON PPS-GF20_V1.1,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0548/7299/7945/files/TDS_FIBERON_PPS-GF20_V1.1.pdf?v=1752777698,Document / product page,G074-02,Retrieved,2a2f32e737ecae8509160bcadd33ab263c26cd8e7d6334f38e935890136b0c66
B-pva-TDS,Bambu Lab,B pva,Technical Data Sheet V1.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/s7/default/868930e5a44944258586caa250cc8143/Bambu_PVA_Technical_Data_Sheet.pdf,Document / product page,G075-01,Retrieved,7ca185263fec71442794b3f34409233557bd30995613b759e810532616fe955b
S-BVOH,BigRep,TDS-BigRep-BVOH-web,Not published,Not published,2026-09-10,Manufacturer TDS,https://bigrep.com/wp-content/uploads/2023/06/TDS-BigRep-BVOH-web.pdf,Document / product page,G076-01,Retrieved,d539e76c38536ed5276b8f349dd26fcbf80caec3a65b2b0584dca896e57d28f3
B-support-for-pla-petg-TDS,Bambu Lab,B support for pla petg,Technical Data Sheet V1.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/d09d55778d42495db121e28a3b04a4c5.pdf,Document / product page,G078-01,Retrieved,a2f6e88e520e18592333c35da3fd43b89838d14ee6934b617b326fd017e62d54
B-support-for-abs-TDS,Bambu Lab,B support for abs,Technical Data Sheet V1.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/4ea7b59ca78c485f828115735ed35050.pdf,Document / product page,G079-01,Retrieved,35f3f69ae2f5097c2d9ef0d7a928a48dc25b478fb01d8b5cf0ac2a9d9904e655
B-support-for-pa-pet-TDS,Bambu Lab,B support for pa pet,Technical Data Sheet V1.0,Not published,2026-09-10,Manufacturer TDS,https://store.bblcdn.com/7e83189be1eb4a3dab8ce9b9a7b2065a.pdf,Document / product page,G080-01,Retrieved,8aa9c8a2a4572bf5e15ae2b4752254b498449e55cab8bc1628f9cf9f024994b7
X-3DXMAX-HIPS-TDS-v3,3DXTECH,3DXMAX HIPS,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXMAX_HIPS_TDS_v3.pdf?v=1723942764,Document / product page,G081-01,Retrieved,ded0380fa2b323605d3df64755d61995c5bf4a15bb5d2180eda8e5c4bfcead70
S-SPECTRUM-en-tds-spectrum-hipsx,Spectrum,hipsx,Not published,Not published,2026-09-10,Manufacturer TDS,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_hipsx.pdf,Document / product page,G081-02,Retrieved,14ae19e583630f59cec1e99425f0ac1cd29cf7e2251a2c2f1be589f0d4abeb9d
X-Hyperlite-PP-TDS-v1,3DXTECH,Hyperlite_PP_v1.xlsx,TDS Rev 1.0,Not published,2026-09-14,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/Hyperlite_PP_TDS_v1.pdf?v=1723942768,Document / product page,G082-01,Retrieved,fbf9839fbe6ca6e41e74e9b5da7ead3a15416aa273cae4b3841a5a3c413c7476
I-PP-TDS,iSANMATE,PP Filament Technical Data Sheet,Not published,Not published,2026-09-14,Manufacturer TDS,https://www.isanmate.com/wp-content/uploads/2025/08/PP_TDS.pdf,Document / product page,G082-02,Retrieved,a87bbb34447729466765245f2bd6e58387f78cd34ff67f2e60ea9f4606995d86
X-CarbonX-CF-PP-TDSv1,3DXTECH,CF_PP_v1.xlsx,TDS Rev 1.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_PP_TDSv1.pdf?v=1723942768,Document / product page,G083-01,Retrieved,e182faced13c5fd7fd3814028d752db177b4540fd46b5a5623c4cb141399c5d7
X-FIBREX-GF-PP-TDS-v1,3DXTECH,GF_PP_v1.xlsx,TDS Rev 1.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/FIBREX_GF_PP_TDS_v1.pdf?v=1723942768,Document / product page,G084-01,Retrieved,3777abf8d41158ed39d815cf5775dc2a952569a81122672b796ae1c033552af4
S-SPECTRUM-en-tds-spectrum-hdpe,Spectrum,hdpe,Not published,Not published,2026-09-14,Manufacturer TDS,https://spectrumfilaments.com/wp-content/uploads/2025/11/en_tds_spectrum_hdpe.pdf,Document / product page,G085-01,Retrieved,c350642ca2c9f7be57619cc577ecab1ee26363389e053f6cb0b608aa6ab7ea74
X-EVOLV3D-OBC-TDS,Dow (TDS hosted by 3DXTECH),EVOLV3D OBC,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/EVOLV3D_OBC-TDS.pdf?v=1723942766,Document / product page,G086-01,Retrieved,89a1aa6f71753437e6d68d7b8054b0bba997fca8b77c6169815eaaeb65c00153
S-POM,Fabru / purefil,purefil POM Filament | Fabru GmbH,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.purefil.de/purefil-pom-filament_186_2176/,Document / product page,G087-01,Retrieved,0d15149a86b18c39154422aa95846ed3f0e1cd7a18941110cfc5d2a50ac81caf
X-MAXG-PCTG-TDS-v1-0,3DXTECH,UN_PCTG_v1.0.xlsx,TDS Rev 1.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/MAXG_PCTG_TDS_v1.0.pdf?v=1723942769,Document / product page,G088-01,Retrieved,a695fdbb4f48ad7642cbb02b43a24cd246b7c7e75f7eb4fa22f30244b5bae453
S-SPECTRUM-en-tds-spectrum-pctg,Spectrum,pctg,Not published,Not published,2026-09-10,Manufacturer TDS,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pctg.pdf,Document / product page,G088-02,Retrieved,9a479a8fb4f070f263959b4bc1ba2637eef4ff62a35294d21e16f8e870d238d1
S-FILLAMENTUM,Fillamentum,CPE HG100 | Fillamentum,Not published,Not published,2026-09-10,Manufacturer product / guide,https://fillamentum.com/collections/cpe-filament/,Document / product page,G089-01; G091-01,Retrieved,3cf1bdbd89e9f5ccc5b4c62664d136d20229576859e292ffc0ddf87482af5162
S-CPECF,Fillamentum,CPE CF112 Carbon,Not published,Not published,2026-09-10,Manufacturer TDS,https://fillamentum.com/wp-content/uploads/2020/10/TDS_CPE-CF112-Carbon.pdf,Document / product page,G090-01,Retrieved,3848af4a10ac9189899dea703d30d1abf6e5b95b1c66b9f6eaa49fc5cf248dca
S-SPECTRUM-en-tds-spectrum-pctg-cf10,Spectrum,pctg cf10,Not published,Not published,2026-09-10,Manufacturer TDS,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_pctg_cf10.pdf,Document / product page,G090-02,Retrieved,8d45d6e26d2aca8a3320658906e6c06ecf784e442ea43e25d73d45338122b072
S-NGEN2,colorFabb,nGen Filament – All-Purpose Co-Polyester for Reliable 3D Printing | colorFabb,Not published,Not published,2026-09-10,Manufacturer product / guide,https://colorfabb.us/filaments/materials/co-polyester-filaments/ngen,Document / product page,G092-01,Retrieved,cf5a1e5d27b59f52e98bba5a724930202b446d04fb7d8936f2f90ed7a557f706
S-PVB-PVB-Prusament-TDS-2021-10-EN,Prusa Research,PVB Prusament,1.1,2022-02-16,2026-09-10,Manufacturer TDS,https://prusament.com/wp-content/uploads/2022/10/PVB_Prusament_TDS_2021_10_EN.pdf,Document / product page,G093-01,Retrieved,35107a38ec9f13051a97d9f47aaf064f85dc1e6242334def8159923c9be9b21b
X-3DXMAX-PCABS-TDS-v3,3DXTECH,3DXMAX PCABS,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXMAX_PCABS_TDS_v3.pdf?v=1723942764,Document / product page,G094-01,Retrieved,2f1bbd6de32a6e9a4a24e1ef7c61d0ebfb39c410faf73fe7be2178a0bf39de05
S-POLYCN-Polymaker-PC-ABS-TDS-V5-1,Polymaker,Polymaker PC ABS,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/Polymaker_PC_ABS_TDS_V5.1.pdf,Document / product page,G094-02,Retrieved,b85d00a14b3a1c90afe510c4f1d58d7fab8fb69660eaee79c7420b1b7f8c4058
S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,Spectrum,pc abs fr v0,Not published,Not published,2026-09-10,Manufacturer TDS,https://spectrumfilaments.com/wp-content/uploads/2024/02/en_tds_spectrum_pc_abs_fr_v0.pdf,Document / product page,G094-03,Retrieved,779e8bc90e3f33dddb840adac8eff14bed684d3d23e1861053829e663443d07e
S-POLYCN-Polymaker-PC-PBT-TDS-V5-1,Polymaker,Polymaker PC PBT,Not published,Not published,2026-09-10,Manufacturer TDS,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/Polymaker_PC_PBT_TDS_V5.1.pdf,Document / product page,G095-01,Retrieved,422bebbd0afd300415532d7d089877fb734d51316e877a54f4c00c806ca1570e
X-FLUORX-PVDF-TDS-v3,3DXTECH,FLUORX PVDF,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/FLUORX_PVDF_TDS_v3.pdf?v=1723942766,Document / product page,G096-01,Retrieved,29ea976bfd57b0ba568d750f3db7a6a26333b202e418635ad8b38f5700866b11
X-Themax-PEEK-TDS-v3,3DXTECH,Themax PEEK,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/Themax_PEEK_TDS_v3.pdf?v=1723942765,Document / product page,G097-01,Retrieved,886d4174157e908efe48506ce2a8a43c82bf51b322a52cb1f41a53c9a18b4d83
I-PEEK-TDS,iSANMATE,PEEK,Not published,Not published,2026-09-10,Manufacturer TDS,https://www.isanmate.com/wp-content/uploads/2022/09/PEEK_TDS.pdf,Document / product page,G097-02,Retrieved,5a6f2f4bb8b575f8c3064ccddb029b5b00576451f6462e6c3955d2cccd615842
X-Thermax-PEKK-A-TDS-v2-1,3DXTECH,UN_PEKK-A_v2.1.xlsx,TDS Rev 2.1,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/Thermax_PEKK-A_TDS_v2.1.pdf?v=1723942767,Document / product page,G098-01,Retrieved,32b515322516f39f76760d372b5c8350ee6e13c2c058d88545e4daaac027378a
X-Thermax-PEKK-C-TDS-v3-3,3DXTECH,UN_PEKK-C_v3.3.xlsx,TDS Rev 3.1,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/Thermax_PEKK-C_TDS_v3.3.pdf?v=1723942768,Document / product page,G098-02,Retrieved,ad0f0fc687720da053c782e5c5cc77dcb6b9549b6a642da3bd47ffd95b7346aa
X-THERMAX-PEI-1010-TDS-v4,3DXTECH,THERMAX PEI 1010,TDS Rev 4.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PEI_1010_TDS_v4.pdf?v=1723942766,Document / product page,G099-01,Retrieved,00e85941947b6ea3291460085798ba46e538fc73ce5722ad069dddd8d12ea90b
I-PEI-9085-TDS,iSANMATE,PEI 9085,Not published,Not published,2026-09-10,Manufacturer TDS,https://www.isanmate.com/wp-content/uploads/2022/09/PEI-9085_TDS.pdf,Document / product page,G099-02,Retrieved,7eed1a31b7d8ba6902f9ce32af55e058d15e8a44e922543e615360196ff1b628
X-THERMAX-PSU-TDS-v3,3DXTECH,THERMAX PSU,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PSU_TDS_v3.pdf?v=1723942766,Document / product page,G100-01,Retrieved,606fb193af186280b05aff3d64642a7750d530dc92db523972007a17f7de0913
S-PES-THERMAX-PES-TDS-v1-0,3DXTECH,THERMAX PES,TDS Rev 1.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PES_TDS_v1.0.pdf?v=1739974182,Document / product page,G101-01,Retrieved,ffb3c5b57802fa85b91fc78eb99312b2054817f4026e447e73c973d66239980e
X-THERMAX-PPSU-TDS-v3,3DXTECH,THERMAX PPSU,TDS Rev 3.0,Not published,2026-09-10,Manufacturer TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PPSU_TDS_v3.pdf?v=1723942766,Document / product page,G102-01,Retrieved,fe1fb1156f08fc7cd69d97f74d36d9412d2e81a62457809699a001a2ee90951d
I-PPSU-TDS,iSANMATE,PPSU,Not published,Not published,2026-09-10,Manufacturer TDS,https://www.isanmate.com/wp-content/uploads/2022/09/PPSU_TDS.pdf,Document / product page,G102-02,Retrieved,2309fafe72eadfa6efa68aa4d458d82e2af46cffb4ccec9ebf4b97a5eb8d8e23
XP-ecomax-r-pla,3DXTECH,ECOMAX® PLA Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/ecomax-r-pla,Document / product page,G001-01,Retrieved,6fdedd7334ab958804a0da2aca18e7192fb4f29e81389e9fcb9104e2922d54cd
XP-3dxstat-esd-petg-1,3DXTECH,3DXSTAT™ ESD-PETG Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/3dxstat-esd-petg-1,Document / product page,G026-01,Retrieved,5f96006e9549765763228d1e69c6a7ed3b96dbfd1e0577fd69bdb298d1a20b8d
XP-carbonx-abs-cf-1,3DXTECH,CARBONX™ ABS+CF Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/carbonx-abs-cf-1,Document / product page,G029-01,Retrieved,fe21927a61c094b6037140ac3b3b2340c24fbfe68a64c50aef21c7f052c073e1
XP-3dxstat-esd-abs-1,3DXTECH,3DXSTAT™ ESD-ABS Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/3dxstat-esd-abs-1,Document / product page,G030-01,Retrieved,97afcaaeb4862230723475cae00a8c5f890c22db2cb715d3fbf35a38ae73ec54
XP-carbonx-pc-cf-1,3DXTECH,CARBONX™ PC+CF Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/carbonx-pc-cf-1,Document / product page,G037-01,Retrieved,05ae1f022a1a2a4c9559ee0d66b801eea49bc6b45a0b258905320c7696ce4188
XP-amidex-nylon-6-67,3DXTECH,AmideX Nylon 6-66 | 3DXTECH Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/amidex-nylon-6-67,Document / product page,G047-02; G057-02; G061-02,Retrieved,d21b8e739e4dcb190728e7699e49b76846c931ebe5204c730d657c4b39861a5b
XP-carbonx-nylon-12-cf-1,3DXTECH,CARBONX™ NYLON 12+CF Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/carbonx-nylon-12-cf-1,Document / product page,G053-01; G062-01,Retrieved,721a92f6c71af9e988217cbd94d5817d5b2305046bcb2d3f34dab55bf3a2cb20
XP-fibrex-nylon-12-gf30-1,3DXTECH,FIBREX™ NYLON 12+GF30 Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/fibrex-nylon-12-gf30-1,Document / product page,G054-01,Retrieved,c37c5fe2e6b48f92f66990c0f7a3632493ec9a72ddae0863c7f514a3fc5bf558
XP-thermax-pps,3DXTECH,THERMAX™ PPS Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/thermax-pps,Document / product page,G072-01,Retrieved,39ad51172025781779b786b50191398b2b6c0ff5feef4fb971ce75691e70d9a2
XP-3dxmax-hips,3DXTECH,3DXMAX® HIPS Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/3dxmax-hips,Document / product page,G081-01,Retrieved,091e525a0e18f115ce58766c545549b94d7b4af7693d510e4a476a476decccb3
XP-carbonx-pp-cf-1,3DXTECH,CARBONX™ PP+CF Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/carbonx-pp-cf-1,Document / product page,G083-01,Retrieved,f582ae748a63c4c0610cb118207e6a88f29e601fca2f4484cf90770ea7e1c47e
XP-max-g-pctg-1,3DXTECH,MAX-G™ PCTG Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/max-g-pctg-1,Document / product page,G088-01,Retrieved,1e525352e915d9db89595e2ff9248f0d642c1c7483502497face6c9e9d991efc
XP-3dxmaxa-r-pc-abs,3DXTECH,3DXMAX PC-ABS Filament | 3DXTECH Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/3dxmaxa-r-pc-abs,Document / product page,G094-01,Retrieved,aabba449d5a6b6f5082e0577d984ca7bde7d39c2f7f006ff5508bb4b79089a77
XP-fluorx-pvdf-1,3DXTECH,FluorX PVDF Filament | 3DXTECH Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/fluorx-pvdf-1,Document / product page,G096-01,Retrieved,7f8742cbb0372c613573124217b5ade6bcc615b26a90c36278b4f37bb6bf38bb
XP-thermax-peek-1,3DXTECH,THERMAX™ PEEK Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/thermax-peek-1,Document / product page,G097-01,Retrieved,6b75a32cb2be1a4e6cc1789d99b3ec24398cf692807ed43bd25a46c23e7a4040
XP-pekk-a,3DXTECH,THERMAX™ PEKK-A Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/pekk-a,Document / product page,G098-01,Retrieved,1809548d47e2efc84bd2d2ef33296132bdc33556d53af0f0946b6ac53168f8c4
XP-thermax-pei-1010,3DXTECH,THERMAX™ PEI 1010 Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/thermax-pei-1010,Document / product page,G099-01,Retrieved,8ced7cdde39163e1af20f9c3f01bdfae1f1e22b65a971a95678a4c7d0b6c3840
XP-thermax-psu-1,3DXTECH,THERMAX™ PSU Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/thermax-psu-1,Document / product page,G100-01,Retrieved,fbc10588eeaddbaf7f0bb6d042d87ee6a66790931961b3dae95c58b9125f76ed
S-PES,3DXTECH,THERMAX™ PES Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/thermax-pes-1,Document / product page,G101-01,Retrieved,2dfa974686807903fe33318150adb1633191b7cc9dc468409283e568fe953716
XP-thermax-ppsu-1,3DXTECH,THERMAX™ PPSU Ach Direct Debit Amazon American Express Apple Pay Diners Club Discover Google Pay Mastercard Shop Pay Visa,Not published,Not published,2026-09-10,Manufacturer product / guide,https://www.3dxtech.com/products/thermax-ppsu-1,Document / product page,G102-01,Retrieved,e27a2733e0fc48077600d8a3681f69801620ffaa5e6d5ca09f892904a743c240
PR-pla,Prusa Research,PLA | Prusa Knowledge Base,Not published,Not published,2026-09-10,Manufacturer product / guide,https://help.prusa3d.com/article/pla_2062,Document / product page,Family / scope guidance,Retrieved,1733472c25a2a70775d3558a9ac9dc8cccf1741557323b377b8ea0c5ca1dcc0c
PR-petg,Prusa Research,PETG | Prusa Knowledge Base,Not published,Not published,2026-09-10,Manufacturer product / guide,https://help.prusa3d.com/article/petg_2059,Document / product page,Family / scope guidance,Retrieved,9b73f16567c07c921a1def33e6c8ca4ab8c5463f5170236d8fe8d023cc28f259
